MS4A1,CD79A,HLA-DRA,TYROBP,KRT18,KRT8,FCER1G,S100A11,KRT19,AIF1,CST3,LAPTM5,HLA-DPB1,FTH1,MZB1,DSTN,ELF3,CLDN4,PERP,MGST1,GLUL,HLA-DPA1,MS4A6A,XBP1,IGHG1,FXYD3,AZGP1,CD37,CD74,RAB25,LYZ,CD52,SSR4,KRT7,FTL,CD68,SPINT2,CD9,GPX4,LST1,DERL3,RAC1,TACSTD2,SERF2,CSTB,EMP2,EPCAM,SMIM22,H3F3A,HLA-DQA1,SRGN,CLDN7,PPDPF,CLDN3,CRIP2,C1QA,C1QC,FYB,CTSB,TSTD1,CD24,CYB5A,C1QB,IER3,FCGR2A,HLA-DQB1,TPM1,ALDOA,GPX1,DSP,NUPR1,RAB13,FCGR3A,PSAP,S100A14,CYBB,NPC2,ANXA2,TMSB10,PLAUR,S100A13,NEAT1,PLPP2,CD14,TM4SF1,EFNA1,TSPO,SRP9,SERINC2,HLA-DRB1,HLA-DRB5,IGHG4,CRABP2,PTPRC,RNF130,SPI1,CSF1R,TSC22D1,CHCHD2,SPDEF,EFHD1,S100A10,AP2S1,MAL2,SERPINA1,CD69,CD151,JCHAIN,MT-CO1,ZG16B
-0.360956378,-0.181169272,-0.307224399,-0.328346511,-0.260675194,-0.274036305,-0.26074654,-0.395744799,-0.289548378,-0.301815494,-0.370139995,-0.354236436,-0.349623667,-0.424416533,0.6219042280517282,-0.377590272,-0.284703247,-0.234851714,-0.233584971,-0.258860888,-0.327542068,-0.367129931,-0.273405297,0.8189333464330694,1.1198185347513323,-0.236547292,-0.177801734,-0.6099351,-0.413225135,-0.287679277,-0.199451281,-0.434225843,0.8180980159848427,-0.212948436,-0.201324804,-0.246005237,-0.349519895,-0.316211051,-0.481371298,-0.293035731,1.065717440843784,-0.444621724,-0.210650811,-0.3055401,-0.234322662,-0.299559827,-0.215081392,-0.286538366,-0.416976862,-0.229860491,-0.426435948,-0.266433899,-0.293908694,-0.267428401,-0.266911585,-0.24616178,-0.236459768,-0.300403544,-0.193081999,-0.362045966,-0.146174219,-0.093011624,-0.24214518,-0.325135124,-0.232556759,-0.296265601,-0.229338938,-0.331556395,-0.392909377,-0.265043265,-0.25735505,-0.366785116,-0.208416551,-0.167653573,-0.204791567,-0.231468088,-0.192923996,-0.270250212,-0.429675275,-0.30149155,-0.315320357,-0.254907438,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.383290889,-0.189264683,-0.256444092,-0.2764728,-0.304490931,0.11844493295407629,-0.199301111,-0.43091904,-0.330574859,-0.303772445,-0.26223528,-0.295102434,-0.487288584,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,-0.247907584,-0.354924907,-0.31936037,-0.137662077,-0.296709859,-0.233876949
-0.360956378,1.2834280154519204,-0.307224399,-0.328346511,-0.260675194,-0.274036305,-0.26074654,-0.357806939,-0.289548378,-0.301815494,-0.370139995,-0.354236436,-0.349623667,-0.386784682,2.19722088522347,-0.235231868,-0.284703247,-0.234851714,-0.233584971,-0.258860888,-0.327542068,-0.367129931,-0.273405297,0.1449501485160307,1.2026370748231898,-0.236547292,-0.177801734,0.0454306845632344,-0.357286857,0.22159473701844382,-0.199451281,-0.434225843,3.5212594626687324,-0.212948436,-0.178624998,-0.246005237,-0.245178014,-0.316211051,-0.481371298,-0.293035731,1.065717440843784,-0.298713241,-0.210650811,-0.036610888,-0.186598243,-0.299559827,-0.215081392,-0.286538366,-0.277172509,-0.229860491,-0.267451792,-0.266433899,-0.293908694,-0.267428401,-0.266911585,-0.24616178,-0.236459768,-0.300403544,-0.193081999,-0.173684943,-0.146174219,-0.33871997,-0.24214518,-0.325135124,-0.232556759,-0.296265601,-0.229338938,-0.278520133,-0.336502475,-0.265043265,-0.25735505,-0.366785116,-0.208416551,-0.125661994,-0.204791567,-0.231468088,0.35026309188692945,-0.270250212,-0.414891305,-0.30149155,-0.315320357,-0.233645865,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.383290889,-0.189264683,-0.256444092,-0.2764728,-0.304490931,0.032095677235094926,-0.199301111,-0.43091904,-0.330574859,-0.303772445,-0.26223528,-0.043925402,-0.322566664,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,-0.247907584,-0.354924907,-0.31936037,-0.08090868,-0.309113445,-0.233876949
0.4671025772809922,1.0393284675389456,-0.09117402,-0.328346511,-0.260675194,-0.274036305,-0.26074654,-0.395744799,-0.289548378,-0.301815494,-0.370139995,-0.150674395,0.053000892673045356,-0.411872583,-0.278276719,-0.377590272,-0.284703247,-0.158973201,-0.233584971,-0.258860888,-0.327542068,-0.036277037,-0.273405297,-0.36053725,-0.187531276,-0.236547292,-0.177801734,2.6668938219227583,0.11818850701877007,-0.287679277,-0.199451281,0.5730049992770265,-0.383307071,-0.212948436,-0.259695732,-0.246005237,-0.349519895,-0.316211051,-0.369686374,-0.293035731,-0.224834611,-0.152804759,-0.210650811,-0.484826242,-0.234322662,-0.299559827,-0.215081392,-0.286538366,-0.416976862,0.07264648695025276,-0.34694387,-0.266433899,-0.39919167,-0.267428401,-0.266911585,-0.24616178,-0.236459768,-0.300403544,-0.193081999,-0.362045966,-0.162783737,-0.33871997,-0.24214518,-0.325135124,-0.232556759,-0.096716457,-0.229338938,-0.331556395,-0.280095573,-0.265043265,-0.25735505,-0.366785116,-0.208416551,-0.25163673,-0.204791567,0.031570679976621566,-0.410198831,-0.270250212,-0.340971455,-0.30149155,-0.315320357,-0.254907438,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.383290889,-0.428874115,-0.256444092,-0.070563282,0.3195359795983182,-0.069953443,-0.199301111,0.34311665254838897,-0.330574859,-0.303772445,-0.26223528,-0.295102434,-0.487288584,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,-0.247907584,-0.128574368,-0.31936037,-0.137662077,-0.25329731,-0.233876949
-0.360956378,-0.42526882,-0.10660619,-0.328346511,0.8706902258151773,0.17847276640496218,-0.26074654,1.5390860363955534,0.26538622909521736,-0.301815494,-0.370139995,-0.354236436,-0.027524019,0.05852555977136645,-0.278276719,5.316745875664561,0.04996167306516052,-0.234851714,0.09778453805403807,0.9831842246061384,-0.327542068,-0.183322768,-0.273405297,0.31344594799529035,-0.187531276,0.4494929135421247,-0.177801734,-0.6099351,0.04360413617175193,0.22159473701844382,-0.199451281,-0.434225843,0.03718470916505225,2.3607797034597096,0.17808622967139415,-0.246005237,0.9025826744071708,1.1944585776762584,-0.258001451,-0.293035731,-0.224834611,0.28492068914894364,1.2597210494466662,0.5908906086420398,1.3883076028949775,0.07975223532279888,0.8829952772244439,0.11230750152225462,-0.044165254,-0.143429926,-0.426435948,0.936049282150022,-0.135984229,-0.267428401,-0.071547638,-0.24616178,-0.236459768,-0.300403544,-0.160673448,0.7681201751108029,-0.146174219,-0.093011624,-0.24214518,-0.122131016,-0.232556759,0.03631630561804875,0.214772687374941,1.0473864090359384,-0.167281769,0.21202094639542463,0.5211774282934443,0.8850775277563457,-0.208416551,-0.209645151,5.081568689819399,-0.231468088,0.13298825669039963,1.6332645320594104,1.8766240536486802,0.5289706257358964,3.4063999506728058,-0.233645865,1.414466254376596,-0.211956364,7.284640176485531,-0.22444115,1.803765590008717,0.5295636133578617,0.9473833268418514,0.020952058511493392,0.21553149451345233,-0.069953443,0.613107386491374,-0.43091904,0.07858551429588613,-0.303772445,-0.26223528,0.9607827260285806,0.9952086955261777,-0.258224191,1.092991232418183,9.835974732359952,0.7077558918920404,-0.199710411,-0.247907584,-0.354924907,0.8232346089804066,-0.137662077,0.12501204613877123,-0.233876949
-0.360956378,-0.181169272,-0.307224399,-0.328346511,-0.260675194,-0.160909037,-0.26074654,-0.395744799,-0.289548378,-0.301815494,-0.370139995,-0.354236436,-0.349623667,-0.418144558,0.28433637294349795,-0.377590272,-0.284703247,-0.234851714,-0.233584971,-0.258860888,-0.327542068,-0.367129931,-0.273405297,-0.023545651,0.4276921641508073,-0.236547292,-0.177801734,-0.6099351,-0.357286857,-0.287679277,-0.199451281,-0.434225843,1.6590815771753862,-0.212948436,-0.240238756,-0.246005237,-0.349519895,-0.316211051,-0.481371298,-0.293035731,1.3883554537205882,-0.444621724,-0.210650811,-0.350361636,-0.186598243,-0.299559827,-0.215081392,-0.286538366,-0.463578313,-0.229860491,-0.426435948,-0.266433899,-0.293908694,-0.099410306,-0.266911585,-0.24616178,-0.236459768,-0.300403544,-0.193081999,-0.362045966,-0.162783737,-0.33871997,-0.24214518,-0.325135124,-0.232556759,-0.296265601,-0.229338938,-0.278520133,-0.392909377,-0.265043265,-0.25735505,-0.366785116,-0.208416551,-0.125661994,-0.204791567,-0.231468088,-0.301561414,-0.270250212,-0.414891305,-0.093876006,-0.315320357,-0.233645865,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.383290889,-0.428874115,-0.256444092,-0.2764728,-0.304490931,-0.015003917,-0.199301111,-0.43091904,-0.330574859,-0.303772445,-0.26223528,-0.295102434,-0.487288584,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,-0.247907584,-0.354924907,-0.31936037,-0.137662077,-0.470360055,-0.233876949
-0.360956378,-0.42526882,0.06314767893049941,2.1835173393295437,-0.260675194,-0.274036305,1.517203889426114,0.17332309404746818,-0.289548378,1.6765614173001033,0.974671846266077,1.783164991938853,0.6972001878848006,0.22159691579684093,-0.278276719,-0.377590272,-0.284703247,-0.234851714,-0.233584971,-0.258860888,1.9568645728609302,0.6254287518094099,1.9960258291669803,-0.248206717,-0.187531276,-0.236547292,-0.177801734,0.7007964689031154,1.0971083743858832,-0.287679277,-0.093512229,-0.434225843,-0.203096308,-0.212948436,0.6158681911803162,1.2177825301252696,-0.140836134,-0.316211051,0.1887382428582853,0.15633292137425844,-0.224834611,0.7226461369202342,-0.210650811,0.5012475377628237,0.004299435677849324,-0.299559827,-0.215081392,-0.286538366,-0.044165254,-0.013784078,1.7993422426538856,-0.266433899,-0.346550182,-0.267428401,-0.071547638,3.156862054396005,2.168178216984559,2.870775086195611,1.0060344075041003,-0.362045966,-0.162783737,-0.33871997,3.462124926386261,0.6898854145787819,4.653611484811497,-0.030200076,0.6588843128012222,-0.17244761,0.8480424661088953,-0.265043265,-0.25735505,-0.366785116,3.2121108308291135,0.4622201065148738,-0.204791567,0.820686984022344,2.740286279048757,0.009678426443752393,0.23560337730192984,1.1518172571746557,0.0230178529990694,0.361678172031869,-0.294347344,1.065374749503855,-0.216711595,-0.22444115,0.5735463208467599,-0.189264683,-0.256444092,0.18110390519443495,0.423540464683184,-0.069953443,0.0715017217774378,0.34311665254838897,0.8969062612218769,0.6338664633171673,3.7617794981355064,-0.295102434,-0.075483784,-0.258224191,-0.269734622,-0.11204637,0.25248118789441504,-0.199710411,1.7676857192988396,-0.354924907,0.2519371196750494,-0.137662077,-0.085848906,-0.233876949
-0.360956378,-0.42526882,0.8810526840938029,2.0579241468147345,-0.260675194,-0.274036305,1.7838964538382907,0.47682597012482053,-0.289548378,1.6765614173001033,2.693042532099544,1.2742598900881201,1.744024042603903,2.7680188598869426,-0.278276719,-0.377590272,-0.284703247,-0.234851714,-0.233584971,-0.258860888,3.6182512210098907,2.389977521583612,1.023412489527759,-0.36053725,-0.187531276,-0.236547292,-0.177801734,0.3731135767331749,1.6658142020943965,-0.287679277,0.9305652780670964,-0.182418132,-0.263166563,-0.212948436,3.2166173254777646,3.75501466017038,-0.140836134,-0.200005695,1.3055874772311542,0.15633292137425844,-0.224834611,0.576737654329804,-0.210650811,0.1874967896855675,0.43381921171075116,-0.299559827,-0.215081392,-0.286538366,-0.183969607,0.2455076173538192,0.13000859947016735,-0.266433899,0.07458172485703043,-0.267428401,-0.266911585,2.9387195008848064,3.2369062101591113,0.9680679079070539,1.5569797835326127,-0.362045966,-0.162783737,0.3984050683998826,4.109473100339924,1.4003997914015276,1.6467387192048646,0.5019309752865992,-0.229338938,-0.013338825,3.0479116424118384,-0.265043265,-0.062721931,0.05050243169384241,0.15163896284251266,1.5540011507787777,-0.204791567,2.135880824098548,1.2193624326730486,-0.046307301,0.8121782095318691,3.6432037829296924,0.0230178529990694,0.44672446308605807,-0.294347344,0.5179471294688304,-0.216711595,-0.22444115,0.43685529093987574,-0.189264683,-0.256444092,0.2726192461561158,1.0475673751923793,-0.069953443,-0.199301111,-0.043901194,2.533547755073859,2.5091442797919394,2.420441238803394,-0.295102434,-0.240205704,-0.258224191,-0.269734622,-0.169883702,0.25248118789441504,-0.199710411,3.279380696493691,-0.354924907,-0.31936037,-0.137662077,0.4288998896001014,-0.233876949
-0.360956378,-0.42526882,-0.10660619,1.6183479730129027,-0.260675194,-0.274036305,0.36153611030668187,-0.130179782,-0.289548378,1.0678300601275286,1.3855865754871235,0.765354788237387,0.4958879081311272,0.5038358012255467,-0.278276719,-0.377590272,-0.284703247,-0.234851714,-0.233584971,-0.258860888,-0.016032072,0.5519058864021514,1.3476169360741659,-0.304371983,-0.187531276,-0.236547292,-0.177801734,0.0454306845632344,0.12751155337464734,-0.287679277,0.15367889370597548,-0.434225843,-0.443377326,-0.212948436,0.2591569632841575,0.24192401856945783,-0.140836134,-0.200005695,0.07705331942099844,1.953807531559639,-0.224834611,0.28492068914894364,-0.210650811,0.859819821279688,-0.043424984,-0.299559827,-0.215081392,-0.286538366,0.14224055025709126,-0.186645209,0.7659452254449172,-0.266433899,-0.188625717,-0.267428401,-0.266911585,0.7136654550705812,0.38696489502697184,0.6509500448589611,0.09859496463360938,-0.362045966,-0.162783737,-0.33871997,1.052551167780957,0.6898854145787819,0.519161432102377,-0.163232839,-0.229338938,-0.225483872,1.299297681760781,-0.265043265,-0.25735505,2.5542277198813528,0.8717499906040657,-0.209645151,-0.204791567,0.5576482160071031,0.5675379270834592,-0.158278757,0.5017148383311325,2.189894976239254,0.0230178529990694,0.17032401715994355,-0.294347344,0.5179471294688304,-0.216711595,-0.22444115,0.16347323112610748,0.28995418114578275,-0.256444092,-0.047684447,-0.044479718,-0.069953443,-0.199301111,-0.043901194,0.8969062612218769,0.008773857825576601,-0.26223528,-0.295102434,-0.322566664,-0.258224191,-0.269734622,0.0036282943871064556,0.7077558918920404,-0.199710411,0.5079399049697968,-0.354924907,-0.31936037,-0.137662077,-0.017629187,-0.233876949
-0.360956378,-0.42526882,-0.307224399,-0.328346511,-0.194124287,-0.274036305,-0.171849019,-0.31986908,-0.091357447,-0.301815494,-0.108648803,-0.354236436,-0.349623667,-0.386784682,-0.278276719,-0.092873464,0.04996167306516052,-0.083094688,-0.233584971,-0.258860888,-0.327542068,-0.367129931,-0.273405297,0.1449501485160307,-0.181615666,-0.236547292,-0.177801734,-0.6099351,-0.431871228,-0.287679277,-0.199451281,-0.434225843,-0.383307071,-0.212948436,-0.259695732,-0.246005237,-0.036494253,-0.316211051,-0.369686374,-0.293035731,-0.224834611,-0.298713241,-0.210650811,-0.440004706,-0.234322662,-0.299559827,0.09865479917285905,-0.286538366,-0.416976862,-0.229860491,-0.426435948,0.03418689650538718,-0.39919167,-0.099410306,-0.266911585,-0.24616178,-0.236459768,-0.300403544,-0.193081999,-0.362045966,-0.162783737,-0.33871997,-0.24214518,-0.122131016,-0.232556759,-0.296265601,-0.229338938,-0.17244761,-0.392909377,-0.265043265,-0.25735505,0.05050243169384241,-0.208416551,-0.209645151,-0.204791567,-0.231468088,-0.410198831,-0.270250212,-0.459243215,-0.30149155,-0.315320357,-0.19112272,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.383290889,-0.189264683,-0.256444092,-0.2764728,-0.304490931,-0.069953443,-0.199301111,-0.43091904,-0.330574859,-0.303772445,-0.26223528,0.45842866206545857,-0.404927624,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,-0.247907584,0.09777617084045839,-0.31936037,-0.128203178,-0.433149299,-0.233876949
-0.360956378,-0.42526882,-0.245495719,-0.202753318,-0.260675194,-0.274036305,-0.171849019,-0.130179782,-0.289548378,0.002550185075522448,-0.295428226,-0.354236436,-0.228836299,-0.367968756,-0.278276719,-0.235231868,-0.284703247,-0.158973201,-0.233584971,-0.258860888,0.08780459369334953,-0.293607066,0.21290137316174115,-0.36053725,-0.187531276,-0.236547292,-0.177801734,-0.6099351,-0.077595466,-0.287679277,0.542122085886536,-0.434225843,-0.443377326,-0.212948436,-0.178624998,0.14433816741387667,-0.245178014,-0.316211051,-0.481371298,-0.293035731,-0.224834611,-0.298713241,-0.210650811,-0.395183171,-0.234322662,-0.299559827,-0.215081392,-0.286538366,-0.510179764,-0.186645209,-0.426435948,-0.266433899,-0.39919167,-0.267428401,-0.266911585,0.05923779453698544,-0.236459768,-0.300403544,-0.128264896,-0.362045966,-0.162783737,-0.33871997,-0.24214518,-0.325135124,-0.232556759,0.23586544976171325,-0.229338938,-0.331556395,-0.392909377,-0.265043265,-0.25735505,-0.366785116,-0.208416551,-0.041678837,-0.204791567,-0.231468088,-0.301561414,-0.158278757,-0.414891305,-0.30149155,-0.315320357,-0.254907438,-0.294347344,-0.211956364,-0.216711595,-0.22444115,-0.246599859,-0.428874115,-0.256444092,-0.184957459,-0.148484203,-0.069953443,-0.199301111,-0.43091904,-0.330574859,-0.303772445,-0.26223528,-0.295102434,-0.487288584,-0.258224191,-0.269734622,-0.343395698,-0.430430868,-0.199710411,0.0040415792381796965,-0.354924907,-0.31936037,-0.137662077,-0.495167226,-0.233876949
